x;value
1.152;0.141500
1.153;0.142367
1.154;0.143234
1.155;0.144100
1.156;0.144966
1.157;0.145830
1.158;0.146694
1.159;0.147558
1.160;0.148420
1.161;0.149282
1.162;0.150143
1.163;0.151003
1.164;0.151862
1.165;0.152721
1.166;0.153579
1.167;0.154436
1.168;0.155293
1.169;0.156149
1.170;0.157004
1.171;0.157858
1.172;0.158712
1.173;0.159565
1.174;0.160417
1.175;0.161268
1.176;0.162119
1.177;0.162969
1.178;0.163818
1.179;0.164667
1.180;0.165514
1.181;0.166362
1.182;0.167208
1.183;0.168054
1.184;0.168899
1.185;0.169743
1.186;0.170586
1.187;0.171429
1.188;0.172271
1.189;0.173113
1.190;0.173953
1.191;0.174793
1.192;0.175633
1.193;0.176471
1.194;0.177309
1.195;0.178146
1.196;0.178983
1.197;0.179818
1.198;0.180653
1.199;0.181488
1.200;0.182322
1.201;0.183155
1.202;0.183987
1.203;0.184818
1.204;0.185649
1.205;0.186480
1.206;0.187309
1.207;0.188138
1.208;0.188966
1.209;0.189794
1.210;0.190620
1.211;0.191446
1.212;0.192272
1.213;0.193097
1.214;0.193921
1.215;0.194744
1.216;0.195567
1.217;0.196389
1.218;0.197210
1.219;0.198031
1.220;0.198851
1.221;0.199670
1.222;0.200489
1.223;0.201307
1.224;0.202124
1.225;0.202941
1.226;0.203757
1.227;0.204572
1.228;0.205387
1.229;0.206201
1.230;0.207014
1.231;0.207827
1.232;0.208639
1.233;0.209450
1.234;0.210261
1.235;0.211071
1.236;0.211880
1.237;0.212689
1.238;0.213497
1.239;0.214305
1.240;0.215111
1.241;0.215918
1.242;0.216723
1.243;0.217528
1.244;0.218332
1.245;0.219136
1.246;0.219938
1.247;0.220741
1.248;0.221542
1.249;0.222343
1.250;0.223144
1.251;0.223943
1.252;0.224742
1.253;0.225541
1.254;0.226338
1.255;0.227136
1.256;0.227932
1.257;0.228728
1.258;0.229523
1.259;0.230318
1.260;0.231112
1.261;0.231905
1.262;0.232698
1.263;0.233490
1.264;0.234281
1.265;0.235072
1.266;0.235862
1.267;0.236652
1.268;0.237441
1.269;0.238229
1.270;0.239017
1.271;0.239804
1.272;0.240590
1.273;0.241376
1.274;0.242162
1.275;0.242946
1.276;0.243730
1.277;0.244514
1.278;0.245296
1.279;0.246079
1.280;0.246860
1.281;0.247641
1.282;0.248421
1.283;0.249201
1.284;0.249980
1.285;0.250759
1.286;0.251537
1.287;0.252314
1.288;0.253091
